id,name,brand,category,type,price,description
1115,Lenovo Bluetooth Speaker Neo 898,Lenovo,Electronics,Bluetooth Speaker,5080,This bluetooth speaker from Lenovo is a professional grade performance designed for daily use. It offers lightweight and portable, great for online classes and durable metal body. Ideal choice for customers looking for a reliable bluetooth speaker in the electronics category at around 5080 rupees.
1116,Samsung Monitor Zen 905,Samsung,Electronics,Monitor,7299,This monitor from Samsung is a budget friendly option designed for daily use. It offers suitable for gaming, durable metal body and great for online classes. Ideal choice for customers looking for a reliable monitor in the electronics category at around 7299 rupees.
1117,Xiaomi Keyboard Sport 912,Xiaomi,Electronics,Keyboard,2596,This keyboard from Xiaomi is a premium quality product designed for daily use. It offers great for online classes, high refresh rate display and noise cancellation. Ideal choice for customers looking for a reliable keyboard in the electronics category at around 2596 rupees.
1118,HP Mouse Core 919,HP,Electronics,Mouse,6580,This mouse from HP is a mid range value for money pick designed for daily use. It offers excellent camera quality, suitable for gaming and long battery life. Ideal choice for customers looking for a reliable mouse in the electronics category at around 6580 rupees.
1119,Realme Camera Sport 926,Realme,Electronics,Camera,46068,This camera from Realme is a entry level basic model designed for daily use. It offers low latency wireless connection, low latency wireless connection and excellent camera quality. Ideal choice for customers looking for a reliable camera in the electronics category at around 46068 rupees.
1120,OnePlus Earbuds Plus 933,OnePlus,Electronics,Earbuds,6240,This earbuds from OnePlus is a professional grade performance designed for daily use. It offers durable metal body, fast charging support and lightweight and portable. Ideal choice for customers looking for a reliable earbuds in the electronics category at around 6240 rupees.
1121,Samsung Smartphone Ultra 940,Samsung,Electronics,Smartphone,44169,This smartphone from Samsung is a budget friendly option designed for daily use. It offers long battery life, lightweight and portable and fast charging support. Ideal choice for customers looking for a reliable smartphone in the electronics category at around 44169 rupees.
1122,Xiaomi Laptop Plus 947,Xiaomi,Electronics,Laptop,10219,This laptop from Xiaomi is a premium quality product designed for daily use. It offers fast charging support, excellent camera quality and low latency wireless connection. Ideal choice for customers looking for a reliable laptop in the electronics category at around 10219 rupees.
1123,HP Headphones Air 954,HP,Electronics,Headphones,665,This headphones from HP is a mid range value for money pick designed for daily use. It offers high refresh rate display, long battery life and suitable for gaming. Ideal choice for customers looking for a reliable headphones in the electronics category at around 665 rupees.
1124,Realme Smartwatch Lite 961,Realme,Electronics,Smartwatch,20349,This smartwatch from Realme is a entry level basic model designed for daily use. It offers noise cancellation, noise cancellation and high refresh rate display. Ideal choice for customers looking for a reliable smartwatch in the electronics category at around 20349 rupees.
1125,OnePlus Tablet Neo 968,OnePlus,Electronics,Tablet,10619,This tablet from OnePlus is a professional grade performance designed for daily use. It offers lightweight and portable, great for online classes and durable metal body. Ideal choice for customers looking for a reliable tablet in the electronics category at around 10619 rupees.
1126,Dell Power Bank Pro 975,Dell,Electronics,Power Bank,6765,This power bank from Dell is a budget friendly option designed for daily use. It offers suitable for gaming, durable metal body and great for online classes. Ideal choice for customers looking for a reliable power bank in the electronics category at around 6765 rupees.
1127,Boat Bluetooth Speaker Lite 982,Boat,Electronics,Bluetooth Speaker,3640,This bluetooth speaker from Boat is a premium quality product designed for daily use. It offers great for online classes, high refresh rate display and noise cancellation. Ideal choice for customers looking for a reliable bluetooth speaker in the electronics category at around 3640 rupees.
1128,Apple Monitor Zen 989,Apple,Electronics,Monitor,7299,This monitor from Apple is a mid range value for money pick designed for daily use. It offers excellent camera quality, suitable for gaming and long battery life. Ideal choice for customers looking for a reliable monitor in the electronics category at around 7299 rupees.
1129,Sony Keyboard Core 996,Sony,Electronics,Keyboard,418,This keyboard from Sony is a entry level basic model designed for daily use. It offers low latency wireless connection, low latency wireless connection and excellent camera quality. Ideal choice for customers looking for a reliable keyboard in the electronics category at around 418 rupees.
1130,Lenovo Mouse Sport 103,Lenovo,Electronics,Mouse,6760,This mouse from Lenovo is a professional grade performance designed for daily use. It offers durable metal body, fast charging support and lightweight and portable. Ideal choice for customers looking for a reliable mouse in the electronics category at around 6760 rupees.
1131,Samsung Camera Plus 110,Samsung,Electronics,Camera,95028,This camera from Samsung is a budget friendly option designed for daily use. It offers long battery life, lightweight and portable and fast charging support. Ideal choice for customers looking for a reliable camera in the electronics category at around 95028 rupees.
1132,Xiaomi Earbuds Elite 117,Xiaomi,Electronics,Earbuds,10290,This earbuds from Xiaomi is a premium quality product designed for daily use. It offers fast charging support, excellent camera quality and low latency wireless connection. Ideal choice for customers looking for a reliable earbuds in the electronics category at around 10290 rupees.
1133,Apple Smartphone Lite 124,Apple,Electronics,Smartphone,49839,This smartphone from Apple is a mid range value for money pick designed for daily use. It offers high refresh rate display, long battery life and suitable for gaming. Ideal choice for customers looking for a reliable smartphone in the electronics category at around 49839 rupees.
